id,date,publication,title,url,type,language,person_or_company,source,thread_id,attachment_note,confidence,notes
2014-06-mesactus-lima-levee-fonds,2014-06,Mes Actus.net,Lima développe un boîtier connecté qui rassemble la mémoire,http://mes-actus.fr/lima-developpe-un-boitier-connecte-qui-rassemble-la-memoire-des-zone-numerique/,online,fr,lima,rumeur-publique-email,1466c932e5b48751,,confirmed,Funding round announcement roundup
2014-06-tropgeek-lima-levee-fonds,2014-06,Tropgeek.com,Financement: comment Lima a mixé crowdfunding et capital-risque,http://www.tropgeek.com/news/Financement+%3A+comment+Lima+a+mix%C3%A9+crowdfunding+et+capital-risque,online,fr,lima,rumeur-publique-email,1466c932e5b48751,,confirmed,Funding round announcement roundup
2014-06-lesechos-lima-levee-fonds,2014-06-18,Les Echos,Le boîtier de Lima centralise toutes vos données personnelles,http://business.lesechos.fr/entrepreneurs/innovation-recherche/0203545601406-le-boitier-de-lima-centralise-toutes-vos-donnees-personnelles-100791.php,online,fr,lima,rumeur-publique-email,1466c932e5b48751,,confirmed,Follow-up article in same recap thread
2014-06-revue-presse-lima-pdf,2014-06,Rumeur Publique press review PDF,Revue de Presse Lima Juin 2014 (compiled clippings PDF),,print,fr,lima,rumeur-publique-email,146fbe4f2b63f8e7,Revue de Presse Lima Juin 2014.pdf,mentioned,"Attached compiled press-review PDF covering June 2014; individual outlets not itemized in email body, need to open PDF for specifics"
2014-06-usinenouvelle-lima-levee-fonds,2014-06-09,L'Usine Nouvelle / Usine Digitale,"Lima lève 2,5 millions de dollars pour lancer sa commercialisation",http://www.usine-digitale.fr/article/lima-leve-2-5-millions-de-dollars-pour-lancer-sa-commercialisation.N267137,online,fr,lima,rumeur-publique-email,1468177931338d2e,,confirmed,Forwarded directly by Rumeur Publique with full article text
2015-01-economist-lima-ces,2015-01,The Economist,US coverage of Lima at CES 2015,http://www.economist.com/news/business-and-finance/21638048,online,en,lima,rumeur-publique-email,14aca8150ea23bdb,,confirmed,"Part of CES 2015 coverage report relayed to Lima team by Romain Mabil (Rumeur Publique), originally compiled by Airfoil (Lima's US PR agency)"
2015-01-syndication-cluster-ces-techcrunch-cnet,2015-01,TechCrunch / CNET syndication cluster (Tekkie.co," Generalor.com, Syndicate-atom.com, TechNewsTube, OmniGaea.com, TechShow.com, Techbriefing.net),Lima showcases its mobile app for its Dropbox alternative (TechCrunch); CES coverage (CNET)",,online,en,lima,rumeur-publique-email,14aca8150ea23bdb,,mentioned,"Original TechCrunch/CNET article URLs not included in email, only syndicated re-posts across ~7 low-value aggregator/scraper sites; grouped into one row rather than fabricating separate confirmed entries"
2015-01-lefigaro-print-ces,2015-01-06,Le Figaro,Le Figaro du mardi 06 janvier 2015 - CES,,print,fr,lima,rumeur-publique-email,14aca8150ea23bdb,Le Figaro Du Mardi 06 Janvier 2015 - CES.pdf,confirmed,Print clipping attached by Rumeur Publique alongside CES coverage report
2014-12-nouvelobs-print-frenchtech,2014-12-24,Le Nouvel Obs,Nouvel Obs French Tech clipping (24/12/2014),,print,fr,lima,rumeur-publique-email,14aca8150ea23bdb,NouvelObs_FrenchTech_241214.pdf,confirmed,Print clipping attached; part of Noel de la French Tech coverage
2015-01-management-print-portrait-severin,2015-01-05,Management,Portrait de Séverin Marcombes (05/01/2015),,print,fr,severin-marcombes,rumeur-publique-email,14aca8150ea23bdb,050115_Management_PortraitSeverin.pdf,confirmed,Print portrait clipping of Séverin attached
2014-12-lefigaro-frenchtech-lasvegas,2014-12-18,Le Figaro,La French Tech va faire son show à Las Vegas,http://www.lefigaro.fr/secteur/high-tech/2014/12/18/01007-20141218ARTFIG00117-la-french-tech-va-faire-son-show-a-las-vegas.php,online,fr,lima,rumeur-publique-email,14a5d102a7ee9e90,,confirmed,Article ran both online and in print same day per Rumeur Publique; Lima mentioned in French Tech/CES roundup
2014-11-rtl-lima-boitier,2014-11-18,RTL,Le Lima un boîtier qui rassemble le contenu de tous vos appareils électroniques,http://www.rtl.fr/actu/sciences-environnement/le-lima-un-boitier-qui-rassemble-le-contenu-de-tous-vos-appareils-electroniques-7775374172,online,fr,lima,rumeur-publique-email,149c2286f394a6c8,,confirmed,Radio segment (RTL chronicle by Sophie Jousselin) with accompanying online article/clip
2015-11-entreprendre-dossier-startup,2015-11-07,Entreprendre,Dossier start-up: les meilleures start-up de la French Tech (Lima listed p.10),,print,fr,lima,rumeur-publique-email,150ebe2c60618e0c,2015-11-07~1925@ENTREPRENDRE.pdf,confirmed,Monthly magazine dossier profiling 14 of 30 listed startups; Lima included
2015-11-strategies-edito-lima,2015-11-18,Stratégies,Edito on the difficulty of building a connected-object business (Lima cited as success story in final paragraph),,print,fr,lima,rumeur-publique-email,1511f68bae2099af,2015-11-18~1078@STRATEGIES.pdf,confirmed,Lima used as closing example of successful execution
2015-11-lsanews-ces-innovation-awards,2015-11-16,LSA News,CES Innovation Awards 2016 (Lima mentioned),,print,fr,lima,rumeur-publique-email,1511f68bae2099af,2015-11-16~1431@LSA_NEWS.pdf,confirmed,Reprise of CES 2016 Innovation Awards announcement
2015-12-plugged-lima-presentation,2015-12-01,Plugged,Présentation de Lima,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-01~1149@PLUGGED.pdf,confirmed,Product presentation clipping
2015-12-whathifi-lima-presentation,2015-12-03,What Hi-Fi? Son et Home Cinéma,Présentation de Lima,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-03~1190@WHAT_HI_FI_SON___HOME_CINEMA.pdf,confirmed,Product presentation clipping
2015-12-telecablesat-lima-presentation,2015-12-07,Télé Câble Sat Hebdo,Présentation de Lima,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-07~1407@TELE_CABLE_SAT_HEBDO.pdf,confirmed,Product presentation clipping
2015-12-mobileretailer-lima-presentation,2015-12,Mobile Retailer,Présentation de Lima,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,,mentioned,Listed as a print clip in the email body but no attachment for this outlet was included in the thread
2015-12-ecommercelalettre-noeldelafrenchtech,2015-12-10,E-commerce La Lettre,Noël de la French Tech (Lima cited),,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-10~1166@ECOMMERCE_LA_LETTRE.pdf,confirmed,Part of wider Noel de la French Tech campaign coverage
2015-12-journalpalaisbourgogne-noeldelafrenchtech,2015-12,Le Journal du Palais de Bourgogne,Noël de la French Tech (Lima cited),,print,fr,lima,rumeur-publique-email,1518c97e9e439346,,mentioned,Listed as citing Lima in the Noël de la French Tech campaign but no attachment included in this thread
2015-12-lima-noeldelafrenchtech-googledocs-tracker,2015-12,Multiple outlets (Google Doc tracker),Lima: ~30 articles since early December 2015; Noël de la French Tech: ~60 articles including radio/TV,http://bit.ly/1U7XbI4,online,fr,lima,rumeur-publique-email,1518c97e9e439346,,mentioned,"Rumeur Publique references two live Google Docs aggregating dozens of additional online/radio/TV mentions not individually itemized in the email body; Google Docs not accessible via Gmail search, so individual outlets could not be extracted"
2016-01-relaxnews-lima,2016-01,RelaxNews,Lima print/wire clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive; individual clip not opened
2016-01-lesechos-lima-jan,2016-01,Les Echos,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-lsa-lima-jan,2016-01,LSA,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-strategies-lima-jan,2016-01,Stratégies,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-epochtimes-lima-jan,2016-01,Epoch Times (édition française),Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-letelegramme-lima-jan,2016-01,Le Télégramme de Brest,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-semaineiledefrance-lima-jan,2016-01,La Semaine de l'Ile de France,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-journalgrandparis-lima-jan,2016-01,Le Journal du Grand Paris,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-homefashionnews-lima-jan,2016-01,Home Fashion News,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-parisienmagazine-lima-jan,2016-01,Le Parisien Magazine,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-aujourdhuienfrance-lima-jan,2016-01,Aujourd'hui en France Magazine,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-capital-lima-jan,2016-01,Capital,Lima print clipping (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Named by Rumeur Publique as included in January 2016 clippings archive; see also separate February Capital cover feature thread
2016-01-rmc-lima-jan,2016-01,RMC,Lima radio segment (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,Radio segment; classified as print/offline per CSV type constraints
2016-01-m6-1245-lima-jan,2016-01,M6 (12/45),Lima TV segment (January 2016 batch),,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,TV segment on M6's 12/45 news; classified as print/offline per CSV type constraints
2016-02-voixdunord-lima-feb,2016-02,La Voix du Nord,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Regional daily (PQR), 251641 copies per Rumeur Publique"
2016-02-entreprendre-lima-feb,2016-02,Entreprendre,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Business magazine, 14429 copies per Rumeur Publique"
2016-02-dynamiqueentrepreneuriale-lima-feb,2016-02,Dynamique Entrepreneuriale,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Business magazine, 68980 copies per Rumeur Publique"
2016-02-technikart-lima-feb,2016-02,Technikart,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,"General public magazine, 35500 copies per Rumeur Publique"
2016-02-bricomag-lima-feb,2016-02,Bricomag,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,"General public magazine, 10000 copies per Rumeur Publique"
2016-02-vousetvotremac-lima-feb,2016-02,Vous et Votre Mac,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Mac magazine, 22500 copies per Rumeur Publique"
2016-02-avosmac-lima-feb,2016-02,A Vos Mac,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Mac magazine, 40000 copies per Rumeur Publique"
2016-02-economiemagazine-lima-feb,2016-02,Economie Magazine,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,Business magazine
2016-02-manageretreussir-lima-feb,2016-02,Manager et Réussir,Lima print clipping (February 2016 batch),,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,Business magazine
2016-03-latribunehebdo-lima-usprogram,2016-03-31,La Tribune (hebdo),Lima cited among startups selected for the ubi i/o US program,,print,fr,lima,rumeur-publique-email,153d1615c3f3e41f,2016-03-31~1270@LA_TRIBUNE_HEBDO.pdf,confirmed,"Weekly edition, 46000 copies per Rumeur Publique"
2016-04-stuff-lima-presentation,2016-04,Stuff,Présentation du boîtier Lima (numéro d'avril),,print,fr,lima,rumeur-publique-email,153d1615c3f3e41f,2016-03-30~1343@STUFF.pdf,confirmed,"Monthly magazine, 15000 copies per Rumeur Publique"
2016-03-linformaticien-lima-mar,2016-03,L'informaticien,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"IT trade magazine, 35000 copies per Rumeur Publique"
2016-03-courriercadres-lima-mar,2016-03,Courrier Cadres,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Business magazine, 91000 copies per Rumeur Publique"
2016-03-entreprendre-lima-mar,2016-03,Entreprendre,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Business magazine, 14500 copies per Rumeur Publique; distinct issue from November 2015 Entreprendre dossier"
2016-03-famili-lima-mar,2016-03,Famili,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"General public magazine, 90000 copies per Rumeur Publique"
2016-03-flashinfoseconomie-lima-mar,2016-03,Flash Infos Economie,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,Business publication
2016-03-latribune-lima-mar,2016-03,La Tribune,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Business magazine, 46000 copies per Rumeur Publique; separate from the ubi i/o hebdo clipping"
2016-03-creationdentreprise-lima-mar,2016-03,Création d'Entreprise,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Business magazine, 5259 copies per Rumeur Publique"
2016-03-stuff-lima-mar,2016-03,Stuff,Lima print clipping (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"Lifestyle magazine, 15000 copies per Rumeur Publique; separate mention from the April Stuff clipping with PDF"
2016-03-bfmtv-lima-mar,2016-03,BFM TV,Lima TV segment (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"TV segment, 3.3M viewers per Rumeur Publique; classified as print/offline per CSV type constraints"
2016-03-gameone-lima-mar,2016-03,Game One,Lima TV segment (March 2016 batch),,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,"TV segment, 5.1M viewers per Rumeur Publique; classified as print/offline per CSV type constraints; see also separate March 24 2016 Game One thread"
2016-03-journaldugeek-lima-test,2016-03,Le Journal du Geek,Test du Lima (8/10),http://www.journaldugeek.com/tests/test-lima/,online,fr,lima,rumeur-publique-email,153e6f3275b0c170,,confirmed,Product review scoring Lima 8/10; quote included in Rumeur Publique's email
2016-04-01net-lima-test,2016-04-13,01net,Test du Lima (note 8/10),,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-13~1886@01_NET.pdf,confirmed,"IT consumer bi-monthly, 121454 copies per Rumeur Publique"
2016-04-infosmobiles-lima-odr,2016-04-14,Infos Mobiles,ODR Lima/Sony,,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-14~1950@INFOS_MOBILES.pdf,confirmed,"Telco trade monthly, 8000 copies per Rumeur Publique"
2016-04-t3-lima-shopping,2016-04-15,T3,Lima dans le shopping,,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-15~1362@T3.pdf,confirmed,"General public monthly, 50000 copies per Rumeur Publique"
2016-04-technikart-lima-interview-severin,2016-04-16,Technikart,Interview de Séverin,,print,fr,severin-marcombes,rumeur-publique-email,15470d0a9242e873,2016-04-16~1123@TECHNIKART.pdf,confirmed,"General public monthly, 35000 copies per Rumeur Publique; byline interview with Séverin"
2016-04-management-lima-shopping,2016-04-21,Management,Lima dans le shopping,,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-21~1384@MANAGEMENT.pdf,confirmed,"Business monthly, 74297 copies per Rumeur Publique"
2017-02-technikart-lima-feb17,2017-01-31,Technikart,Lima print clipping (February 2017 batch),,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-01-31 @TECHNIKART.pdf,confirmed,Part of monthly revue de presse
2017-01-franceinfo-lima-audio,2017-01-28,France Info,Lima radio segment,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-01-28 FranceInfo_Lima.mp3,confirmed,Radio segment audio clip attached; classified as print/offline per CSV type constraints
2017-02-pcwelt-lima-feb17-1,2017-02,PC Welt (Allemagne),Lima print clipping (February 2017 batch),,print,de,lima,rumeur-publique-email,15a892342dbfd2d1,PC-WELT 02-17-106.pdf,confirmed,German tech magazine
2017-02-pcwelt-lima-feb17-2,2017-02,PC Welt (Allemagne),"Lima print clipping (February 2017 batch), second page",,print,de,lima,rumeur-publique-email,15a892342dbfd2d1,PC-WELT 02-17-107.pdf,confirmed,"German tech magazine, second attached page of same feature"
2017-02-linformaticien-lima-feb17,2017-02-08,L'informaticien,Lima print clipping (February 2017 batch),,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-08~1429@L_INFORMATICIEN.pdf,confirmed,IT trade magazine
2017-02-lettretribunebordeaux-lima,2017-02-13,La Lettre de la Tribune Bordeaux,Lima print clipping (February 2017 batch),,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-13~1026@LA_LETTRE_DE_LA_TRIBUNE_BORDEA.pdf,confirmed,Regional business newsletter
2017-02-voixdunord-lima-feb17,2017-02-13,La Voix du Nord,Lima print clipping (February 2017 batch),,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-13~1705@LA_VOIX_DU_NORD.pdf,confirmed,Regional daily (PQR)
2017-02-multimediaalaune-lima,2017-02-14,Multimédia à la Une,Participation de Boulanger à l'opération Noël de la French Tech (interview Amandine Guyot),,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-14~1392@MULTIMEDIA_A_LA_UNE.pdf,confirmed,Trade publication; features interview with Lima CMO Amandine Guyot
2017-02-lesechos-lima-feb17,2017-02-14,Les Echos,Lima livre votre cloud privé à domicile,http://www.lesechos.fr/thema/0211788178439-lima-livre-votre-cloud-prive-a-domicile-2064761.php,online,fr,severin-marcombes;lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-14~1698@LES_ECHOS.pdf,confirmed,Follows an interview with Séverin; ran online and in print same day; a few factual errors flagged by Rumeur Publique for correction
2017-02-courriercadresdirigeants-lima,2017-02-28,Courrier Cadres & Dirigeants,Lima print clipping (February 2017 batch),,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-28~1543@COURRIER_CADRES___DIRIGEANTS.pdf,confirmed,Business magazine
2017-02-investissementconseils-lima,2017-02-28,Investissement Conseils,Lima print clipping (February 2017 batch),,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-28~1838@INVESTISSEMENT_CONSEILS.pdf,confirmed,Business/finance magazine
2017-02-businessinsider-lima-ultra-review,2017-02,Business Insider France,Great review of the new Lima Ultra,http://www.businessinsider.fr/us/lima-ultra-personal-cloud-storage-review-2017-2/,online,fr,lima,rumeur-publique-email,15a892342dbfd2d1,,confirmed,Flagged by Amandine Guyot (Lima) in the reply to Rumeur Publique's monthly revue de presse
